,A305720,A091180,A228800,A161510,A150460,A228810,A139220,A117680,A174350,A244670,A322150,A337120,A147970,A243880,A153130,A148070,A332620,A182490,A292770,A123310,A292340,A166400,A271050,A132030,A138910,A316300,A352560,A250780,A295020,A217780,A225030,A373530,A280940
2022-02-14,17839,17736,4946,11561,7369,8006,2663,8115,11302,8601,12951.0,12575.0,22196,50080,103210,114204,96700.0,12340,50795,4805,9150,13140,5825,12495,8275,11965.0,13731.0,5130,50105,7705,3740,9510.0,6985
2022-02-15,17675,17860,4837,11441,7314,7876,2648,7972,11211,8403,12844.0,12498.0,22153,48935,103200,114180,96420.0,12295,50880,4835,9115,13013,5830,12685,8220,11885.0,13580.0,5205,50055,7660,3760,9400.0,6860
2022-02-16,18222,18205,5026,11539,7502,8265,2711,8072,11349,8601,13121.0,12691.0,22298,50900,103215,114254,95400.0,12285,50820,4750,9345,13239,5945,12505,8335,12025.0,13625.0,4940,50075,7580,3705,9295.0,6970
2022-02-17,18451,18205,4991,11615,7675,8270,2741,8082,11385,8583,13223.0,12730.0,22482,52205,103220,114219,95060.0,12280,50775,4710,9380,13364,5960,12660,8325,12005.0,13663.0,4995,50105,7550,3715,9215.0,6900
2022-02-18,18446,18138,5011,11650,7660,8344,2780,8158,11380,8682,13214.0,12788.0,22534,51600,103225,114145,95040.0,12260,50775,4730,9390,13345,6000,12760,8375,12110.0,13649.0,4945,50180,7535,3740,9215.0,6845
2022-02-21,18367,18239,5091,11574,7699,8663,2819,8153,11349,8686,13204.0,12730.0,22482,51295,103225,113641,95420.0,12310,50775,4730,9380,13345,5970,12745,8310,12105.0,13595.0,4940,50365,7565,3785,9390.0,6815
2022-02-22,18013,18008,4976,11428,7645,8613,2761,8082,11238,8629,13009.0,12614.0,22177,49850,103230,114239,96290.0,12275,50745,4790,9235,13103,5740,12890,8260,12075.0,13317.0,5010,50125,7675,3860,9495.0,6780
2022-02-23,18147,18109,4976,11498,7694,8668,2804,8224,11256,8724,13150.0,12715.0,22425,50865,103230,114115,95990.0,12270,50745,4780,9320,13168,5835,12795,8330,12070.0,13513.0,4945,50150,7580,3825,9520.0,6825
2022-02-24,17326,17419,4777,11347,7512,8473,2770,8091,11111,8573,12766.0,12406.0,22139,47590,103240,115203,96320.0,12260,50810,4905,8880,12842,5520,13100,8260,11950.0,12909.0,5100,49705,7685,3965,9745.0,6670
2022-02-25,18018,17602,4886,11285,7620,8678,2814,8120,11066,8639,12951.0,12483.0,22364,49095,103255,114585,95110.0,12295,50670,4850,9055,13008,5675,12930,8250,12015.0,13380.0,4900,49970,7575,3860,9740.0,6755
2022-02-28,18177,17534,4916,11400,7675,8817,2853,8358,11161,8780,13033.0,12643.0,22660,49120,103260,114758,96030.0,12365,50660,4820,9215,12906,5545,12875,8275,11895.0,13610.0,4865,49905,7590,3820,9750.0,6775
2022-03-02,18739,17356,4916,11231,7734,8977,2878,8519,11124,8832,13073.0,12667.0,22688,49525,103265,115371,98040.0,12340,50495,4835,9155,13027,4915,13070,8395,12090.0,13504.0,4780,49690,7560,3810,9775.0,6665
2022-03-03,18978,17812,4946,11396,7778,8992,2966,8566,11194,8964,13315.0,12895.0,23134,51035,103275,115030,96610.0,12380,50535,4745,9445,13230,4625,13000,8700,12100.0,13683.0,4660,49860,7580,3750,9680.0,6695
2022-03-04,18631,17558,4921,11383,7803,9001,3005,8738,11233,8926,13169.0,12730.0,23198,48780,103280,114936,97660.0,12330,50590,4825,9195,13089,4855,13070,8885,12165.0,13678.0,4760,49850,7620,3790,9930.0,6680
2022-03-07,18127,17069,4792,11133,7596,8927,2996,8710,10941,8780,12863.0,12459.0,22838,45625,103280,114486,98145.0,12330,50600,4935,8835,12785,4185,13395,9165,12210.0,13663.0,4870,49990,7770,3855,10250.0,6495
2022-03-08,17635,16863,4617,11075,7428,8757,2927,8305,10855,8554,12717.0,12319.0,22444,44360,103300,114338,98050.0,12215,50715,4985,8650,12626,4260,13520,9045,12210.0,13508.0,4920,50130,7800,3935,10385.0,6445
2022-03-10,17750,17046,4797,11084,7576,9021,3015,8439,11052,8742,12888.0,12517.0,22773,45440,103305,114224,96400.0,12220,50675,4875,8935,12851,4730,13445,8475,12270.0,13748.0,4725,50190,7820,3855,10270.0,6475
2022-03-11,17316,16868,5021,11218,7694,9245,3074,8477,11066,8847,12897.0,12522.0,23012,44340,103320,114511,95660.0,12220,50625,4895,8955,12851,4835,13440,8520,12390.0,13739.0,4735,50055,7820,3865,10505.0,6475
2022-03-14,16580,16537,4931,11275,7398,9081,3084,8662,11115,8724,12858.0,12488.0,23050,44080,103320,114239,95650.0,12190,50625,4905,8955,12851,4845,13350,8420,12330.0,13781.0,4875,50210,8000,3885,10730.0,6525
2022-03-15,16455,16504,4956,11240,7344,9076,2991,8457,11034,8606,12702.0,12362.0,22735,43110,103325,114051,94430.0,12100,50625,4955,8855,12745,5155,13045,8305,12270.0,13550.0,4875,50305,8285,3935,11155.0,6670
2022-03-16,16889,16955,5125,11303,7517,9250,3019,8467,11134,8795,12892.0,12527.0,23152,44925,103330,114016,94240.0,12055,50610,4885,9045,12861,5090,12950,8380,12350.0,13663.0,4730,50325,8065,3830,10810.0,6700
2022-03-17,17531,17055,5145,11369,7581,9275,3010,8462,11211,8799,13116.0,12691.0,23307,47695,103345,114669,94295.0,12130,50535,4810,9225,13155,5180,13040,8505,12320.0,13829.0,4595,49970,8015,3775,10130.0,6670
2022-03-18,17541,17050,5071,11414,7492,9335,3010,8523,11233,8847,13141.0,12730.0,23447,47640,103350,114338,92360.0,12270,50530,4800,9275,13145,4735,13080,8680,12355.0,13990.0,4540,50165,8010,3750,10130.0,6630
2022-03-21,17770,16834,5086,11392,7566,9265,2991,8533,11166,8880,13019.0,12643.0,23476,47085,103350,114303,93560.0,12195,50585,4840,9175,13027,4630,12995,8570,12415.0,14029.0,4610,50170,8020,3720,10110.0,6650
2022-03-22,17948,17117,5086,11566,7581,9499,3039,8667,11312,8926,13126.0,12755.0,23828,47515,103340,113438,93205.0,12155,50780,4800,9310,13089,4375,13095,8600,12525.0,13981.0,4595,50535,8020,3715,10185.0,6635
2022-03-23,18287,17323,5056,11726,7527,9529,3059,8971,11404,9031,13219.0,12885.0,24006,47945,103340,113383,92875.0,12170,50815,4760,9420,13181,4500,12965,8625,12350.0,14047.0,4545,50580,8005,3650,9945.0,6685
2022-03-24,18391,17285,5081,11722,7566,9554,3059,8938,11417,9044,13169.0,12740.0,24156,47665,103335,113220,93650.0,12250,50850,4780,9380,13181,4310,13115,8745,12475.0,13907.0,4570,50645,7985,3690,9985.0,6610
2022-03-25,18804,17208,5071,11699,7551,9604,3069,8828,11408,8964,13097.0,12773.0,24171,47550,103335,113186,93655.0,12245,50935,4795,9365,13155,4385,13245,8715,12650.0,13907.0,4570,50720,8125,3650,9985.0,6560
2022-03-28,18621,17194,5051,11802,7482,9405,3107,8847,11509,8941,13063.0,12783.0,24278,47210,103325,111717,93465.0,12215,51350,4795,9395,13150,4505,13085,8560,12745.0,14064.0,4640,51440,8185,3655,10050.0,6595
2022-03-29,18914,17409,5125,11788,7596,9449,3049,8837,11513,8978,13121.0,12836.0,24080,47700,103290,112206,93530.0,12185,51350,4780,9435,13181,4660,12985,8655,12790.0,14331.0,4555,51215,8245,3600,10030.0,6655
2022-03-30,19063,17697,5165,11730,7640,9619,3044,8728,11491,8983,13184.0,12836.0,24072,48950,103295,113013,94380.0,12300,51085,4760,9565,13273,4610,12995,8795,12690.0,14595.0,4535,50780,8085,3560,9810.0,6680
2022-03-31,19605,17673,5160,11886,7655,9699,3069,8842,11611,9021,13267.0,12904.0,24293,49380,103305,112147,93940.0,12300,51155,4745,9550,13325,4735,13000,8680,12805.0,14605.0,4515,51125,8090,3560,9825.0,6670
2022-04-01,19362,17716,5275,11868,7793,9877,3039,8752,11614,9068,13165.0,12851.0,24278,48160,103305,111900,94395.0,12235,51260,4775,9505,13186,4870,13080,8575,12820.0,14466.0,4545,51240,7995,3605,9890.0,6660
2022-04-04,19555,17697,5364,11935,7902,9812,3005,8866,11705,9096,13214.0,12928.0,24316,48205,103300,111217,94560.0,12270,51415,4760,9565,13258,4785,12970,8625,12815.0,14683.0,4520,51485,8010,3595,9785.0,6690
2022-04-05,20019,17750,5383,11806,7882,9694,3010,8837,11631,9115,13228.0,12846.0,24221,48460,103290,111178,94705.0,12305,51340,4755,9555,13273,4585,13040,8885,12870.0,14631.0,4490,51515,8005,3585,9720.0,6660
2022-04-06,19914,17889,5403,11891,7837,9584,2986,8880,11690,9049,13092.0,12812.0,24208,46835,103290,110762,94000.0,12325,51660,4805,9500,13164,4705,12955,8720,12820.0,14516.0,4575,51880,8060,3625,9800.0,6660
2022-04-07,19620,17534,5270,11779,7744,9340,2932,8857,11677,8993,12912.0,12672.0,23927,45990,103300,110723,94280.0,12250,51505,4875,9330,12983,4880,12985,8635,12755.0,14697.0,4605,51725,8050,3665,9965.0,6640
2022-04-08,20426,17419,5280,11775,7714,9335,2991,8890,11631,8941,12912.0,12672.0,24123,46800,103295,110367,94000.0,12165,51575,4880,9345,12944,4925,13030,8695,12745.0,14660.0,4565,51840,8025,3645,9995.0,6660
2022-04-11,19720,17640,5195,11896,7763,9225,2941,8938,11741,9031,12902.0,12696.0,24161,45705,103280,109215,93780.0,12185,51840,4880,9365,12935,4960,13110,8610,12735.0,14600.0,4690,52340,8175,3685,10205.0,6630
2022-04-12,19432,17472,5175,11833,7660,9150,2907,8947,11668,8983,12785.0,12590.0,23931,45370,103270,109002,93500.0,12080,51885,4925,9200,12871,4865,13215,8560,12755.0,14263.0,4720,52570,8060,3745,10260.0,6570
2022-04-13,19914,17803,5225,11860,7749,9335,2932,9070,11677,9068,13038.0,12793.0,24213,47400,103255,109294,92230.0,12155,51750,4830,9435,12925,4710,13285,8705,12680.0,14358.0,4620,52375,8080,3710,10110.0,6545
2022-04-14,20168,17658,5235,11891,7813,9315,2936,9132,11682,9144,12995.0,12783.0,24447,47665,103290,109961,91695.0,12165,51670,4860,9450,12979,4620,13310,8695,12820.0,14506.0,4630,52160,8085,3665,10040.0,6520
2022-04-15,20029,17610,5185,11802,7773,9415,2917,9137,11569,9167,12917.0,12710.0,24386,46440,103275,109363,90595.0,12200,51570,4915,9330,12897,4580,13290,8680,12810.0,14435.0,4675,52410,8045,3720,10210.0,6555
2022-04-18,19894,17955,5130,11771,7892,9110,2907,9161,11569,9252,12888.0,12691.0,24325,45825,103285,108799,89985.0,12125,51745,4905,9295,12921,4460,13425,8725,12825.0,14445.0,4710,52665,8110,3750,10100.0,6485
2022-04-19,20208,17965,5096,11904,7867,9165,2922,9393,11663,9285,13038.0,12822.0,24602,46900,103290,108893,89995.0,12185,51705,4855,9485,13056,4425,13330,8765,12860.0,14541.0,4590,52660,8115,3720,10165.0,6520
2022-04-20,20093,18196,5106,11913,7931,8992,2873,9583,11700,9421,13043.0,12851.0,24611,46885,103290,109195,88850.0,12160,51600,4865,9485,13051,4595,13085,8595,12785.0,14745.0,4630,52465,8245,3710,10245.0,6620
2022-04-21,20248,18272,5091,11980,7882,8887,2917,9631,11700,9388,13141.0,12851.0,24579,47570,103315,109467,89095.0,12155,51595,4840,9580,13116,4565,13165,8550,12800.0,14934.0,4635,52480,8440,3650,10355.0,6605
2022-04-22,20088,18128,4996,12034,7827,8728,2897,9580,11732,9365,12995.0,12720.0,24719,45800,103330,108982,88200.0,12125,51700,4895,9430,12979,4620,13190,8640,12865.0,14760.0,4700,52615,8425,3735,10425.0,6600
2022-04-25,19565,17869,4866,11896,7620,8558,2844,9332,11631,9134,12756.0,12633.0,24340,43895,103335,110288,88950.0,12090,51535,4980,9210,12755,4805,12910,8305,12795.0,14566.0,4815,52105,8765,3860,10720.0,6655
2022-04-26,19625,18282,4931,11837,7679,8678,2878,9123,11578,9157,12810.0,12667.0,24226,44495,103340,110382,89765.0,12095,51515,4960,9275,12810,4765,12835,8240,12850.0,14609.0,4730,52065,8940,3810,10670.0,6730
2022-04-27,19650,18229,4866,11873,7606,8573,2892,9109,11404,9016,12664.0,12517.0,24085,43070,103360,110580,90895.0,12080,51400,5010,9085,12640,4610,12810,8175,12895.0,14363.0,4820,51895,8645,3875,10860.0,6750
2022-04-28,19625,18420,4866,11774,7745,8503,3011,9323,11542,9143,12797.0,12650.0,24252,43730,103375,110604,90620.0,12060,51550,4965,9250,12693,4670,12640,8155,12910.0,14377.0,4840,51940,8610,3860,10825.0,6800
2022-04-29,19850,18298,4941,11788,7814,8458,2992,9269,11551,9191,12950.0,12738.0,24144,45250,103370,110001,89900.0,12055,51620,4885,9460,12958,4480,12900,8215,12935.0,14396.0,4725,52210,8520,3830,10535.0,6705
2022-05-02,19840,18361,4911,11737,7804,8393,2992,9323,11542,9211,12915.0,12762.0,24144,44815,103375,108864,89780.0,12055,51815,4905,9405,12886,4560,12720,7880,12860.0,13957.0,4785,52725,8520,3920,10460.0,6755
2022-05-03,20000,18205,4871,11746,7710,8488,2972,9230,11490,9172,12915.0,12738.0,24134,45115,103355,108468,88875.0,11945,51885,4920,9395,12886,4520,12515,7860,12875.0,13595.0,4740,52620,8495,3930,10550.0,6820
2022-05-04,19960,18215,4797,11840,7606,8428,2977,9138,11547,9152,12900.0,12704.0,24198,44685,103390,107993,89000.0,12040,52050,4915,9415,12886,4550,12565,7885,12650.0,13683.0,4775,53045,8480,3910,10590.0,6780
2022-05-06,19765,18058,4797,11774,7506,8308,2967,9040,11485,9045,12777.0,12581.0,24134,43155,103380,108320,89155.0,11920,51950,4975,9265,12752,4335,12645,7800,12630.0,13476.0,4880,53020,8675,3935,10880.0,6810
2022-05-09,19241,17706,4637,11685,7317,8009,2907,8840,11399,8865,12585.0,12395.0,23768,41885,103385,108517,87850.0,11900,51880,5020,9080,12636,4310,12620,7670,12630.0,13293.0,5010,52845,8785,3990,11000.0,6800
2022-05-10,19151,17765,4587,11572,7357,7884,2873,8728,11361,8811,12506.0,12321.0,23632,42170,103405,108572,88280.0,11870,51720,5055,9015,12552,4585,12550,7665,12455.0,12842.0,5040,52810,8695,4045,11180.0,6850
2022-05-11,19036,17907,4597,11366,7412,7849,2813,8621,11242,8836,12496.0,12277.0,23388,41485,103420,109724,88670.0,11880,51640,5055,9000,12552,4570,12405,7670,12415.0,12520.0,4915,52265,8550,4025,11110.0,6915
2022-05-12,18422,17824,4473,11403,7168,7365,2759,8577,11252,8797,12274.0,12125.0,23447,40000,103435,110703,90000.0,11830,51530,5135,8940,12379,4505,12475,7550,12360.0,12492.0,5145,51790,8600,4150,11310.0,6885
2022-05-13,19036,18268,4602,11624,7298,7495,2828,8606,11447,8899,12526.0,12365.0,23881,42285,103445,110352,89960.0,11770,51550,5015,8920,12552,4375,12280,7505,12370.0,12598.0,4920,51915,8555,4130,11255.0,6980
2022-05-16,19046,18122,4597,11643,7322,7614,2813,8650,11423,8880,12506.0,12380.0,23807,41910,103435,109793,89985.0,11845,51680,5040,8915,12626,4300,12155,7535,12360.0,12876.0,4945,52285,8630,4095,11180.0,7050
2022-05-17,19391,18166,4597,11680,7268,7764,2828,8699,11432,8880,12614.0,12458.0,23984,42900,103410,109793,88880.0,11830,51680,4990,8980,12654,4145,12310,7690,12350.0,12837.0,4855,52235,8580,4060,10980.0,7005
2022-05-18,19640,18131,4602,11615,7283,7799,2779,8679,11394,8821,12634.0,12478.0,23935,43525,103410,109368,87680.0,11740,51750,4980,9005,12679,4195,12200,7730,12300.0,13005.0,4780,52355,8580,4005,10870.0,7015
2022-05-19,19780,17736,4543,11464,7124,7639,2734,8553,11205,8651,12447.0,12316.0,23564,42245,103435,109561,88195.0,11755,51745,5045,8870,12512,4275,12200,7655,12315.0,12588.0,4860,52305,8565,4140,11095.0,7035
2022-05-20,20434,18083,4553,11591,7228,7844,2788,8718,11352,8748,12688.0,12517.0,23637,43395,103425,110164,88130.0,11720,51650,4955,9040,12707,4230,12435,7835,12455.0,12613.0,4710,52110,8350,4130,10895.0,6925
2022-05-23,20414,18102,4533,11629,7283,7819,2764,8728,11390,8734,12664.0,12517.0,23754,43875,103435,109951,88410.0,11775,51660,4940,9060,12722,4150,12475,7870,12410.0,12861.0,4665,52175,8380,4125,10885.0,6880
2022-05-24,19875,17916,4478,11596,7203,7669,2744,8631,11333,8617,12501.0,12336.0,23485,41545,103420,110471,88440.0,11785,51545,5035,8975,12597,4230,12455,7830,12330.0,12738.0,4810,51960,8490,4150,10970.0,6910
2022-05-25,19840,17907,4488,11662,7253,7749,2793,8704,11394,8670,12545.0,12380.0,23758,41815,103440,110881,88710.0,11800,51485,5010,8995,12631,4175,12495,7810,12265.0,12937.0,4745,51735,8535,4120,11015.0,6880
2022-05-26,19745,17858,4528,11671,7213,7734,2803,8801,11390,8690,12471.0,12341.0,23817,40395,103455,110253,89500.0,11840,51495,5030,9020,12636,4160,12420,7665,12245.0,13039.0,4760,52060,8550,4105,11080.0,6935
2022-05-27,19760,17980,4702,11831,7312,7799,2798,8831,11513,8772,12629.0,12473.0,24061,41315,103430,110560,90085.0,11895,51495,4975,9075,12712,4050,12475,7820,12180.0,13049.0,4750,51865,8610,4025,10785.0,6860
2022-05-30,19945,18229,4742,11868,7447,8079,2843,8884,11561,8904,12817.0,12610.0,24042,42280,103445,110599,89805.0,12050,51450,4915,9125,12859,3990,12530,7915,12225.0,13385.0,4675,51890,8605,3885,10540.0,6855
2022-05-31,20210,18625,4752,11906,7521,8124,2853,8894,11513,8962,12890.0,12669.0,24149,42200,103450,109536,89460.0,12065,51610,4895,9160,12963,3870,12445,7925,12250.0,13410.0,4645,52415,8490,3895,10410.0,6940
2022-06-02,20190,18591,4732,11774,7481,7994,2823,8889,11442,8909,12777.0,12591.0,23984,41500,103440,108695,89850.0,12050,51825,4935,9160,12812,4060,12435,7905,12230.0,13089.0,4680,52855,8460,3950,10560.0,6940
2022-06-03,20175,18498,4817,11807,7541,8039,2823,8840,11418,9031,12861.0,12571.0,24008,41780,103455,108868,89510.0,12010,51815,4915,9140,12859,3960,12550,8230,12235.0,13264.0,4695,52635,8355,3895,10490.0,6865
2022-06-07,19755,18390,4742,11704,7382,7844,2764,8831,11328,8943,12639.0,12458.0,23856,39555,103455,107682,89020.0,12010,51935,5005,9145,12684,3865,12365,7965,12400.0,12962.0,4830,53315,8155,3990,10475.0,6915
2022-06-08,19765,18175,4737,11723,7392,7989,2784,8757,11328,8982,12649.0,12424.0,23802,39900,103455,108325,89020.0,11950,51980,4995,9145,12727,3830,12430,8065,12520.0,13184.0,4815,52995,8135,3925,10415.0,6945
2022-06-09,19965,18469,4747,11685,7471,8029,2774,8743,11266,8953,12605.0,12341.0,23871,39700,103470,108033,88845.0,11975,51900,5005,9180,12693,3770,12430,8055,12470.0,12923.0,4760,53065,8210,3955,10415.0,6925
2022-06-10,19980,18327,4682,11685,7298,7964,2808,8597,11205,8919,12511.0,12242.0,23735,38950,103475,107954,89600.0,11935,51910,5065,8990,12579,3785,12390,7970,12490.0,12704.0,4820,53100,8050,4035,10520.0,6915
2022-06-13,19535,17428,4443,11521,7009,7530,2689,8241,10930,8568,12038.0,11816.0,23008,36110,103460,106796,89920.0,11755,52205,5245,8525,12166,3880,12540,7705,12540.0,12215.0,5030,53740,8150,4235,10885.0,6860
2022-06-14,19590,17149,4453,11352,6935,7345,2655,8094,10935,8470,11964.0,11747.0,22910,35645,103445,106618,88950.0,11555,52370,5265,8310,12109,3780,12290,7710,12330.0,11927.0,5035,53995,8080,4245,10950.0,6990
2022-06-15,19101,17081,4279,11192,6826,6925,2640,7885,10806,8310,11693.0,11546.0,22553,34600,103400,105491,86660.0,11495,52550,5365,8235,11897,3860,12220,7605,12350.0,11696.0,5170,54315,7805,4305,10950.0,7015
2022-06-16,19406,16944,4234,11168,6816,6995,2600,7938,10779,8290,11688.0,11575.0,22823,35100,103345,105867,86950.0,11615,52495,5355,8370,12091,3950,12305,7550,12445.0,11778.0,5115,54295,7890,4310,10900.0,6960
2022-06-17,19615,16665,4239,11013,6806,6880,2590,7860,10721,8217,11569.0,11487.0,22275,34905,103365,105427,87200.0,11525,52575,5405,7975,11793,3920,12415,7435,12300.0,11691.0,5150,54415,7775,4380,11120.0,6940
2022-06-20,19451,16470,4084,10816,6647,6726,2516,7534,10588,7998,11367.0,11517.0,21876,33420,103380,105570,88320.0,11555,52590,5490,7760,11669,4110,12375,7270,12305.0,11768.0,5280,54355,7710,4385,11140.0,6940
2022-06-21,19511,16753,4149,10877,6751,6771,2501,7553,10636,8086,11441.0,11335.0,21968,34075,103390,105565,88375.0,11560,52425,5455,7850,11669,4065,12325,7250,12505.0,11888.0,5215,54240,7740,4335,11050.0,6975
2022-06-22,18756,16436,3955,10619,6532,6346,2382,7309,10427,7823,11150.0,11065.0,21296,31635,103400,106277,87950.0,11580,52385,5600,7555,11381,4255,12255,7145,12410.0,11783.0,5435,53995,7800,4395,11090.0,7010
2022-06-23,17932,16362,3791,10445,6408,6092,2293,7041,10338,7628,11012.0,10835.0,20739,30895,103405,106431,88000.0,11520,52290,5635,7380,11304,4265,12305,7050,12520.0,12065.0,5615,53860,7655,4310,11110.0,7010
2022-06-24,18492,16612,3875,10633,6587,6421,2372,7226,10527,7818,11264.0,11031.0,21178,32165,103420,106930,88795.0,11555,52210,5530,7635,11476,4270,12240,6825,12700.0,12402.0,5270,53735,7525,4215,11030.0,7060
2022-06-27,19116,17325,3975,10647,6731,6586,2447,7334,10551,7964,11486.0,11271.0,21315,33660,103425,106317,87990.0,11565,52240,5455,7790,11631,4170,12330,6855,12690.0,12563.0,5185,54030,7515,4135,10770.0,6980
2022-06-28,19091,17535,3970,10713,6716,6496,2491,7348,10617,8032,11569.0,11340.0,21549,33970,103415,106816,87695.0,11580,52275,5410,7765,11707,4030,12275,6890,12675.0,12568.0,5235,53805,7510,4125,10800.0,7030
2022-06-29,18502,16851,3970,10609,6766,6406,2476,7197,10508,8003,11426.0,11188.0,21383,33000,103420,106747,89030.0,11540,52275,5500,7725,11626,4010,12220,6775,12825.0,12373.0,5355,53770,7535,4230,10950.0,7065
2022-06-30,17373,16973,3890,10506,6627,6296,2476,7075,10451,8008,11259.0,10997.0,21003,30845,103405,106846,89050.0,11460,52245,5595,7435,11420,4070,12185,6830,12760.0,12196.0,5470,53780,7400,4290,11025.0,7085
2022-07-01,16564,16968,3830,10543,6577,6206,2486,7070,10508,7881,11072.0,10864.0,21008,29410,103390,108285,88945.0,11430,52000,5655,7180,11264,4235,12060,6530,12640.0,12109.0,5595,52995,7450,4300,11170.0,7080
2022-07-04,16489,16949,3835,10445,6542,6221,2412,7002,10465,7784,11047.0,10879.0,20700,29805,103395,108191,88580.0,11415,52000,5645,7255,11168,4095,12150,6460,12615.0,12412.0,5610,53105,7410,4240,11205.0,7050
2022-07-05,17273,16871,3905,10520,6682,6416,2447,7226,10583,7930,11229.0,10953.0,20998,31750,103400,109220,88630.0,11400,51770,5565,7365,11430,4065,12140,6465,12440.0,12558.0,5345,52575,7415,4205,11035.0,7040
2022-07-06,16859,16367,3900,10139,6627,6491,2328,6870,10271,7681,10968.0,10732.0,20071,30965,103395,110105,90070.0,11450,51705,5685,7190,11197,4415,11835,6050,12445.0,12417.0,5440,52045,7540,4235,11255.0,7245
